開始日-終了日,作品名,制作会社,主放送局・系列,話数,放送期間,リンク
1月8日 -,魔王学院の不適合者 II 〜史上最強の魔王の始祖、転生して子孫たちの学校へ通う〜,SILVER LINK.,TOKYO MXほか,,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E9%AD%94%E7%8E%8B%E5%AD%A6%E9%99%A2%E3%81%AE%E4%B8%8D%E9%81%A9%E5%90%88%E8%80%85_II_%E3%80%9C%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%BC%B7%E3%81%AE%E9%AD%94%E7%8E%8B%E3%81%AE%E5%A7%8B%E7%A5%96%E3%80%81%E8%BB%A2%E7%94%9F%E3%81%97%E3%81%A6%E5%AD%90%E5%AD%AB%E3%81%9F%E3%81%A1%E3%81%AE%E5%AD%A6%E6%A0%A1%E3%81%B8%E9%80%9A%E3%81%86%E3%80%9C
1月8日 - 放送休止,NieR:Automata Ver1.1a,A-1 pictures,TOKYO MXほか,,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/NieR:Automata_Ver1.1a
1月8日 - 4月2日,東京リベンジャーズ 聖夜決戦編,ライデンフィルム,MBS、TX,全13話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E5%8D%8D%E3%83%AA%E3%83%99%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%BC%E3%82%BA
1月8日 - 3月26日,イジらないで、長瀞さん 2nd Attack,OLM TEAM INOUE,TOKYO MXほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%82%A4%E3%82%B8%E3%82%89%E3%81%AA%E3%81%84%E3%81%A7%E3%80%81%E9%95%B7%E7%80%9E%E3%81%95%E3%82%93_2nd_Attack
1月8日 - 4月2日,ノケモノたちの夜,葦プロダクション,TOKYO MXほか,全13話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%83%8E%E3%82%B1%E3%83%A2%E3%83%8E%E3%81%9F%E3%81%A1%E3%81%AE%E5%A4%9C
1月8日 - 3月26日,便利屋斎藤さん、異世界に行く,C2C,AT-Xほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E4%BE%BF%E5%88%A9%E5%B1%8B%E6%96%8E%E8%97%A4%E3%81%95%E3%82%93%E3%80%81%E7%95%B0%E4%B8%96%E7%95%8C%E3%81%AB%E8%A1%8C%E3%81%8F
1月8日 - 3月26日,老後に備えて異世界で8万枚の金貨を貯めます,FelixFilm,ABC,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E8%80%81%E5%BE%8C%E3%81%AB%E5%82%99%E3%81%88%E3%81%A6%E7%95%B0%E4%B8%96%E7%95%8C%E3%81%A78%E4%B8%87%E6%9E%9A%E3%81%AE%E9%87%91%E8%B2%A8%E3%82%92%E8%B2%AF%E3%82%81%E3%81%BE%E3%81%99
1月8日 - 3月26日,The Legend of Heroes 閃の軌跡 Northern War,タツノコプロ,TOKYO MXほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E8%8B%B1%E9%9B%84%E4%BC%9D%E8%AA%AC_%E9%96%83%E3%81%AE%E8%BB%8C%E8%B7%A1
1月9日 - 3月20日,セブンボイスミュージアム〜名画と7人の巨匠たち〜,大塚国際美術館,サンテレビ,全11話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%82%BB%E3%83%96%E3%83%B3%E3%83%9C%E3%82%A4%E3%82%B9%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%82%A2%E3%83%A0%E3%80%9C%E5%90%8D%E7%94%BB%E3%81%A87%E4%BA%BA%E3%81%AE%E5%B7%A8%E5%8C%A0%E3%81%9F%E3%81%A1%E3%80%9C
1月9日 - 3月27日,虚構推理 Season2,ブレインズ・ベース,TOKYO MX、BS日テレほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E8%99%9A%E6%A7%8B%E6%8E%A8%E7%90%86
1月9日 - 3月27日,神達に拾われた男2,MAHO FILM,TOKYO MXほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E7%A5%9E%E9%81%94%E3%81%AB%E6%8B%BE%E3%82%8F%E3%82%8C%E3%81%9F%E7%94%B7
1月9日 - 3月13日,しょうたいむ!2〜歌のお姉さんだってしたい〜,ラビットゲート,TOKYO MXほか,全8話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%81%97%E3%82%87%E3%81%86%E3%81%9F%E3%81%84%E3%82%80!%E3%80%9C%E6%AD%8C%E3%81%AE%E3%81%8A%E5%A7%89%E3%81%95%E3%82%93%E3%81%A0%E3%81%A3%E3%81%A6%E3%81%97%E3%81%9F%E3%81%84%E3%80%9C
1月9日 - 3月27日,吸血鬼すぐ死ぬ2,マッドハウス,TOKYO MXほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E5%90%B8%E8%A1%80%E9%AC%BC%E3%81%99%E3%81%90%E6%AD%BB%E3%81%AC
1月9日 - 4月3日,もういっぽん!,BAKKEN RECORD,TX,全13話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%82%82%E3%81%86%E3%81%84%E3%81%A3%E3%81%BD%E3%82%93!
1月9日 - 3月27日,HIGH CARD（season1）,スタジオ雲雀,AT-X、TOKYO MXほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/HIGH_CARD
1月10日 -,あやかしトライアングル,CONNECT,BS11ほか,全12話（予定）,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%81%82%E3%82%84%E3%81%8B%E3%81%97%E3%83%88%E3%83%A9%E3%82%A4%E3%82%A2%E3%83%B3%E3%82%B0%E3%83%AB
1月10日 -,久保さんは僕を許さない,PINE JAM,AT-Xほか,全12話（予定）,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E4%B9%85%E4%BF%9D%E3%81%95%E3%82%93%E3%81%AF%E5%83%95%E3%82%92%E8%A8%B1%E3%81%95%E3%81%AA%E3%81%84
1月10日 - 3月28日,もののがたり（第一章）,BN Pictures,TOKYO MXほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%82%82%E3%81%AE%E3%81%AE%E3%81%8C%E3%81%9F%E3%82%8A
1月10日 -,ヴィンランド・サガ SEASON2,MAPPA,TOKYO MXほか,全24話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%83%B4%E3%82%A3%E3%83%B3%E3%83%A9%E3%83%B3%E3%83%89%E3%83%BB%E3%82%B5%E3%82%AC
1月10日 - 3月28日,人間不信の冒険者たちが世界を救うようです,GEEKTOYS,TOKYO MXほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E4%BA%BA%E9%96%93%E4%B8%8D%E4%BF%A1%E3%81%AE%E5%86%92%E9%99%BA%E8%80%85%E3%81%9F%E3%81%A1%E3%81%8C%E4%B8%96%E7%95%8C%E3%82%92%E6%95%91%E3%81%86%E3%82%88%E3%81%86%E3%81%A7%E3%81%99
1月10日 - 3月28日,英雄王、武を極めるため転生す 〜そして、世界最強の見習い騎士♀〜,スタジオコメット,TX,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E8%8B%B1%E9%9B%84%E7%8E%8B%E3%80%81%E6%AD%A6%E3%82%92%E6%A5%B5%E3%82%81%E3%82%8B%E3%81%9F%E3%82%81%E8%BB%A2%E7%94%9F%E3%81%99_%E3%80%9C%E3%81%9D%E3%81%97%E3%81%A6%E3%80%81%E4%B8%96%E7%95%8C%E6%9C%80%E5%BC%B7%E3%81%AE%E8%A6%8B%E7%BF%92%E3%81%84%E9%A8%8E%E5%A3%AB%E2%99%80%E3%80%9C
1月11日 - 3月29日,とんでもスキルで異世界放浪メシ,MAPPA,TX,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%81%A8%E3%82%93%E3%81%A7%E3%82%82%E3%82%B9%E3%82%AD%E3%83%AB%E3%81%A7%E7%95%B0%E4%B8%96%E7%95%8C%E6%94%BE%E6%B5%AA%E3%83%A1%E3%82%B7
1月11日 - 4月20日,痛いのは嫌なので防御力に極振りしたいと思います。2,SILVER LINK.,AT-Xほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E7%97%9B%E3%81%84%E3%81%AE%E3%81%AF%E5%AB%8C%E3%81%AA%E3%81%AE%E3%81%A7%E9%98%B2%E5%BE%A1%E5%8A%9B%E3%81%AB%E6%A5%B5%E6%8C%AF%E3%82%8A%E3%81%97%E3%81%9F%E3%81%84%E3%81%A8%E6%80%9D%E3%81%84%E3%81%BE%E3%81%99%E3%80%82
1月11日 - 3月15日,とーとつにエジプト神2,颱風グラフィックス,TOKYO MX,全10話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%81%A8%E3%83%BC%E3%81%A8%E3%81%A4%E3%81%AB%E3%82%A8%E3%82%B8%E3%83%97%E3%83%88%E7%A5%9E
1月11日 -,BASTARD!! -暗黒の破壊神-,ライデンフィルム,BS11,全24話予定,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/BASTARD!!_-%E6%9A%97%E9%BB%92%E3%81%AE%E7%A0%B4%E5%A3%8A%E7%A5%9E-
1月12日 - 3月23日,大雪海のカイナ,ポリゴン・ピクチュアズ,CX,全11話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%9B%AA%E6%B5%B7%E3%81%AE%E3%82%AB%E3%82%A4%E3%83%8A
1月13日 - 3月24日,ポケットモンスター めざせポケモンマスター,OLM,TX,全11話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%83%9D%E3%82%B1%E3%83%83%E3%83%88%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC_%E3%82%81%E3%81%96%E3%81%9B%E3%83%9D%E3%82%B1%E3%83%A2%E3%83%B3%E3%83%9E%E3%82%B9%E3%82%BF%E3%83%BC
1月13日 - 3月31日,D4DJ All Mix,サンジゲン,TOKYO MXほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/D4DJ_All_Mix
1月14日 - 3月18日,火狩りの王,SIGNAL.MD,WOWOW,全10話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E7%81%AB%E7%8B%A9%E3%82%8A%E3%81%AE%E7%8E%8B
1月14日 - 4月1日,真・進化の実〜知らないうちに勝ち組人生〜,HOTLINE,TX,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E9%80%B2%E5%8C%96%E3%81%AE%E5%AE%9F%E3%80%9C%E7%9F%A5%E3%82%89%E3%81%AA%E3%81%84%E3%81%86%E3%81%A1%E3%81%AB%E5%8B%9D%E3%81%A1%E7%B5%84%E4%BA%BA%E7%94%9F%E3%80%9C
1月14日 - 4月1日,カードファイト!! ヴァンガード will+Dress Season2,Kinema citrus、ぎふとアニメーション、STUDIOJEMI,TVA,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%BC%E3%83%89%E3%83%95%E3%82%A1%E3%82%A4%E3%83%88!!_%E3%83%B4%E3%82%A1%E3%83%B3%E3%82%AC%E3%83%BC%E3%83%89_will%2BDress
1月15日 - 2月5日,機動戦士ガンダム 閃光のハサウェイ TVエディション,サンライズ,MBS,全4話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%A6%E5%A3%AB%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0_%E9%96%83%E5%85%89%E3%81%AE%E3%83%8F%E3%82%B5%E3%82%A6%E3%82%A7%E3%82%A4
1月17日 - 1月31日,「FLAGLIA」～なつやすみの物語～,スタジオガイナ,TOKYO MX,全6話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/w/index.php?title=%E3%80%8CFLAGLIA%E3%80%8D%EF%BD%9E%E3%81%AA%E3%81%A4%E3%82%84%E3%81%99%E3%81%BF%E3%81%AE%E7%89%A9%E8%AA%9E%EF%BD%9E&action=edit&redlink=1
1月18日 - 4月5日,魔術士オーフェンはぐれ旅 アーバンラマ編,スタジオディーン,AT-Xほか,全12話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E9%AD%94%E8%A1%93%E5%A3%AB%E3%82%AA%E3%83%BC%E3%83%95%E3%82%A7%E3%83%B3_(%E3%82%A2%E3%83%8B%E3%83%A1)
1月23日 - 3月30日,コタローは1人暮らし,ライデンフィルム,TOKYO MX、BS11,全10話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%82%B3%E3%82%BF%E3%83%AD%E3%83%BC%E3%81%AF1%E4%BA%BA%E6%9A%AE%E3%82%89%E3%81%97
2月5日 -,ひろがるスカイ!プリキュア,東映アニメーション,ABC,,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E3%81%B2%E3%82%8D%E3%81%8C%E3%82%8B%E3%82%B9%E3%82%AB%E3%82%A4!%E3%83%97%E3%83%AA%E3%82%AD%E3%83%A5%E3%82%A2
2月12日 - 2月26日,機動戦士ガンダム サンダーボルト TVエディション,サンライズ,MBS,全3話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%A6%E5%A3%AB%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0_%E3%82%B5%E3%83%B3%E3%83%80%E3%83%BC%E3%83%9C%E3%83%AB%E3%83%88
3月4日,進撃の巨人 The Final Season 完結編（前編）,MAPPA,NHK総合,全2話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E9%80%B2%E6%92%83%E3%81%AE%E5%B7%A8%E4%BA%BA_(%E3%82%A2%E3%83%8B%E3%83%A1)
3月5日 - 3月26日,機動戦士ガンダムNT TVエディション,サンライズ,MBS,全4話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E6%88%A6%E5%A3%AB%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0NT
3月21日 - 3月27日,夜廻り猫,SMDE,NHK総合,全15話,2023年 1月 - 3月[編集],https://ja.wikipedia.org/wiki/%E5%A4%9C%E5%BB%BB%E3%82%8A%E7%8C%AB
4月1日 -,MIX MEISEI STORY 2ND SEASON〜二度目の夏、空の向こうへ〜,OLM Team Masuda,YTV,全24話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/MIX_(%E6%BC%AB%E7%94%BB)
4月1日 -,ちびゴジラの逆襲,Pie in the sky,TX,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%A1%E3%81%B3%E3%82%B4%E3%82%B8%E3%83%A9%E3%81%AE%E9%80%86%E8%A5%B2
4月1日 -,天国大魔境,Production I.G,TOKYO MXほか,全13話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%A4%A9%E5%9B%BD%E5%A4%A7%E9%AD%94%E5%A2%83
4月1日 -,地獄楽,MAPPA,TX,全13話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%9C%B0%E7%8D%84%E6%A5%BD
4月1日 - 4月3日,かぐや様は告らせたい-ファーストキッスは終わらない-,A-1 Pictures,TOKYO MX、MBSほか,全4話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%8B%E3%81%90%E3%82%84%E6%A7%98%E3%81%AF%E5%91%8A%E3%82%89%E3%81%9B%E3%81%9F%E3%81%84-%E3%83%95%E3%82%A1%E3%83%BC%E3%82%B9%E3%83%88%E3%82%AD%E3%83%83%E3%82%B9%E3%81%AF%E7%B5%82%E3%82%8F%E3%82%89%E3%81%AA%E3%81%84-
4月2日 - 6月18月,僕の心のヤバイやつ（第1期）,シンエイ動画,EX,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%83%95%E3%81%AE%E5%BF%83%E3%81%AE%E3%83%A4%E3%83%90%E3%82%A4%E3%82%84%E3%81%A4
4月2日 -,TIGER & BUNNY2,BN Pictures,NHK総合,全25話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/TIGER_%26_BUNNY
4月2日 -,山田くんとLv999の恋をする,マッドハウス,TOKYO MXほか,全13話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%B1%B1%E7%94%B0%E3%81%8F%E3%82%93%E3%81%A8Lv999%E3%81%AE%E6%81%8B%E3%82%92%E3%81%99%E3%82%8B
4月2日 -,マイホームヒーロー,手塚プロダクション,TOKYO MXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%9E%E3%82%A4%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%92%E3%83%BC%E3%83%AD%E3%83%BC
4月2日 -,EDENS ZERO（第2期）,J.C.STAFF,NTV,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/EDENS_ZERO
4月2日 -,デュエル・マスターズ WIN 決闘学園（デュエル・ウォーズ）編,ブレインズ・ベース、小学館ミュージック&デジタル エンタテイメント,TX,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%87%E3%83%A5%E3%82%A8%E3%83%AB%E3%83%BB%E3%83%9E%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%BA_WIN
4月2日 -,逃走中 グレートミッション,東映アニメーション,CX,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E9%80%83%E8%B5%B0%E4%B8%AD_%E3%82%B0%E3%83%AC%E3%83%BC%E3%83%88%E3%83%9F%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B3
4月2日 -,冒険大陸 アニアキングダム,OLM、インフィニティビジョン,TX,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%86%92%E9%99%BA%E5%A4%A7%E9%99%B8_%E3%82%A2%E3%83%8B%E3%82%A2%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%80%E3%83%A0
4月2日 -,ゴー！ゴー！びーくるずー,OLM、シグナル・エムディ,TX,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/w/index.php?title=%E3%82%B4%E3%83%BC%EF%BC%81%E3%82%B4%E3%83%BC%EF%BC%81%E3%81%B3%E3%83%BC%E3%81%8F%E3%82%8B%E3%81%9A%E3%83%BC&action=edit&redlink=1
4月3日 -,転生貴族の異世界冒険録〜自重を知らない神々の使徒〜,EMTスクエアード、マジックバス,TOKYO MXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E8%BB%A2%E7%94%9F%E8%B2%B4%E6%97%8F%E3%81%AE%E7%95%B0%E4%B8%96%E7%95%8C%E5%86%92%E9%99%BA%E9%8C%B2%E3%80%9C%E8%87%AA%E9%87%8D%E3%82%92%E7%9F%A5%E3%82%89%E3%81%AA%E3%81%84%E7%A5%9E%E3%80%85%E3%81%AE%E4%BD%BF%E5%BE%92%E3%80%9C
4月3日 - 6月5日,漣蒼士に処女を捧ぐ,studio HōKIBOSHI,TOKYO MX、BS11,全8話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E6%BC%A3%E8%92%BC%E5%A3%AB%E3%81%AB%E5%87%A6%E5%A5%B3%E3%82%92%E6%8D%A7%E3%81%90%E3%80%9C%E3%81%95%E3%81%82%E3%80%81%E3%81%98%E3%81%A3%E3%81%8F%E3%82%8A%E6%84%9B%E3%81%A7%E3%81%BE%E3%81%97%E3%82%87%E3%81%86%E3%81%8B
4月3日 -,ゴー!ゴー!キッチン戦隊クックルン（6代目）（実写+アニメ）,ODDJOB,NHK Eテレ,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%B4%E3%83%BC!%E3%82%B4%E3%83%BC!%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E6%88%A6%E9%9A%8A%E3%82%AF%E3%83%83%E3%82%AF%E3%83%AB%E3%83%B3
4月3日 -,ぼさにまる,maroyaka、soket,CX,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%BC%E3%81%95%E3%81%AB%E3%81%BE%E3%82%8B
4月3日 -,くまクマ熊ベアーぱーんち!,EMTスクエアード,AT-Xほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%8F%E3%81%BE%E3%82%AF%E3%83%9E%E7%86%8A%E3%83%99%E3%82%A2%E3%83%BC%E3%81%B1%E3%83%BC%E3%82%93%E3%81%A1!
4月3日 -,異世界はスマートフォンとともに。2,J.C.STAFF,AT-X、TXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%95%B0%E4%B8%96%E7%95%8C%E3%81%AF%E3%82%B9%E3%83%9E%E3%83%BC%E3%83%88%E3%83%95%E3%82%A9%E3%83%B3%E3%81%A8%E3%81%A8%E3%82%82%E3%81%AB%E3%80%82
4月4日 -,スキップとローファー,P.A.WORKS,TOKYO MXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%B9%E3%82%AD%E3%83%83%E3%83%97%E3%81%A8%E3%83%AD%E3%83%BC%E3%83%95%E3%82%A1%E3%83%BC
4月4日 -,ユーチューニャー,レスプリ,KBC,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%A6%E3%83%BC%E3%83%81%E3%83%A5%E3%83%BC%E3%83%8B%E3%83%A3%E3%83%BC
4月4日 - 6月20日,アリス・ギア・アイギス Expansion,ノーマッド,TOKYO MXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AA%E3%82%B9%E3%83%BB%E3%82%AE%E3%82%A2%E3%83%BB%E3%82%A2%E3%82%A4%E3%82%AE%E3%82%B9_Expansion
4月4日 -,絆のアリル,WIT STUDIO、SIGNAL.MD,TX,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%B5%86%E3%81%AE%E3%82%A2%E3%83%AA%E3%83%AB
4月5日 -,東京ミュウミュウ にゅ〜♡（第2期）,ゆめ太カンパニー、グラフィニカ,TX,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E3%83%9F%E3%83%A5%E3%82%A6%E3%83%9F%E3%83%A5%E3%82%A6_%E3%81%AB%E3%82%85%E3%80%9C%E2%99%A1
4月6日 -,神無き世界のカミサマ活動,studioぱれっと,TOKYO MXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%A5%9E%E7%84%A1%E3%81%8D%E4%B8%96%E7%95%8C%E3%81%AE%E3%82%AB%E3%83%9F%E3%82%B5%E3%83%9E%E6%B4%BB%E5%8B%95
4月6日 -,この素晴らしい世界に爆焔を!,ドライブ,TOKYO MXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%81%93%E3%81%AE%E7%B4%A0%E6%99%B4%E3%82%89%E3%81%97%E3%81%84%E4%B8%96%E7%95%8C%E3%81%AB%E7%88%86%E7%84%94%E3%82%92!_(%E3%82%A2%E3%83%8B%E3%83%A1)
4月6日 -,アイドルマスターシンデレラガールズ U149,CygamesPictures,TX,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%A4%E3%83%89%E3%83%AB%E3%83%9E%E3%82%B9%E3%82%BF%E3%83%BC_%E3%82%B7%E3%83%B3%E3%83%87%E3%83%AC%E3%83%A9%E3%82%AC%E3%83%BC%E3%83%AB%E3%82%BA_U149
4月6日 -,魔法使いの嫁 SEASON2,スタジオカフカ,TOKYO MXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E9%AD%94%E6%B3%95%E4%BD%BF%E3%81%84%E3%81%AE%E5%AB%81_SEASON2
4月6日 -,私の百合はお仕事です!,パッショーネ、スタジオリングス,AT-Xほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%A7%81%E3%81%AE%E7%99%BE%E5%90%88%E3%81%AF%E3%81%8A%E4%BB%95%E4%BA%8B%E3%81%A7%E3%81%99!
4月6日 - 6月15日,Dr.STONE NEW WORLD（第1クール）,トムス・エンタテインメント,TOKYO MXほか,全11話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/Dr.STONE_NEW_WORLD
4月7日 -,異世界でチート能力を手にした俺は、現実世界をも無双する〜レベルアップは人生を変えた〜,ミルパンセ,TOKYO MXほか,全13話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E7%95%B0%E4%B8%96%E7%95%8C%E3%81%A7%E3%83%81%E3%83%BC%E3%83%88%E8%83%BD%E5%8A%9B%E3%82%92%E6%89%8B%E3%81%AB%E3%81%97%E3%81%9F%E4%BF%BA%E3%81%AF%E3%80%81%E7%8F%BE%E5%AE%9F%E4%B8%96%E7%95%8C%E3%82%92%E3%82%82%E7%84%A1%E5%8F%8C%E3%81%99%E3%82%8B%E3%80%9C%E3%83%AC%E3%83%99%E3%83%AB%E3%82%A2%E3%83%83%E3%83%97%E3%81%AF%E4%BA%BA%E7%94%9F%E3%82%92%E5%A4%89%E3%81%88%E3%81%9F%E3%80%9C
4月7日 -,Opus.COLORs,C-Station,TOKYO MXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/Opus.COLORs
4月7日 -,勇者が死んだ!,ライデンフィルム,TOKYO MXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%8B%87%E8%80%85%E3%81%8C%E6%AD%BB%E3%82%93%E3%81%A0!
4月7日 -,カワイスギクライシス,SynergySP,TOKYO MXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AF%E3%82%A4%E3%82%B9%E3%82%AE%E3%82%AF%E3%83%A9%E3%82%A4%E3%82%B7%E3%82%B9
4月7日 -,トニカクカワイイ（第2期）,Seven Arcs,TOKYO MXほか,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%8B%E3%82%AB%E3%82%AF%E3%82%AB%E3%83%AF%E3%82%A4%E3%82%A4
4月8日 -,マッシュル-MASHLE-,A-1 Pictures,TOKYO MXほか,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%83%E3%82%B7%E3%83%A5%E3%83%AB-MASHLE-
4月8日 -,六道の悪女たち,サテライト,TOKYO MXほか,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%85%AD%E9%81%93%E3%81%AE%E6%82%AA%E5%A5%B3%E3%81%9F%E3%81%A1
4月8日 -,女神のカフェテラス,手塚プロダクション,MBS,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E5%A5%B3%E7%A5%9E%E3%81%AE%E3%82%AB%E3%83%95%E3%82%A7%E3%83%86%E3%83%A9%E3%82%B9
4月8日 -,魔法少女マジカルデストロイヤーズ,バイブリーアニメーションスタジオ,MBS,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E9%AD%94%E6%B3%95%E5%B0%91%E5%A5%B3%E3%83%9E%E3%82%B8%E3%82%AB%E3%83%AB%E3%83%87%E3%82%B9%E3%83%88%E3%83%AD%E3%82%A4%E3%83%A4%E3%83%BC%E3%82%BA
4月8日 -,江戸前エルフ,C2C,MBS,全12話,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/%E6%B1%9F%E6%88%B8%E5%89%8D%E3%82%A8%E3%83%AB%E3%83%95
4月8日 -,BIRDIE WING -Golf Girls' Story-（Season 2）,BN Pictures,TX,,2023年 4月 - 6月[編集],https://ja.wikipedia.org/wiki/BIRDIE_WING_-Golf_Girls%27_Story-
